Time,Prey,Predators,Food,Prey_Births,Predator_Births,Prey_Avg_Energy,Predator_Avg_Energy
1182,27,7,46,0,0,94.22592592592792,139.61142857142633
1183,27,7,46,0,0,94.17592592592793,139.53142857142635
1184,27,7,46,0,0,94.12592592592793,139.45142857142633
1185,27,7,45,0,0,95.5574074074094,139.37142857142632
1186,27,7,45,0,0,95.5074074074094,139.2914285714263
1187,27,7,45,0,0,95.4574074074094,139.2114285714263
1188,27,7,45,0,0,95.40740740740941,139.13142857142628
1189,27,7,45,0,0,95.35740740740941,139.05142857142627
1190,27,7,45,0,0,95.3074074074094,138.9714285714263
1191,27,7,45,0,0,95.2574074074094,138.89142857142627
1192,27,7,45,0,0,95.2074074074094,138.81142857142626
1193,27,7,45,0,0,95.15740740740941,138.73142857142625
1194,27,7,45,0,0,95.10740740740941,138.65142857142624
1195,27,7,45,0,0,95.0574074074094,138.57142857142622
1196,27,7,45,0,0,95.0074074074094,138.4914285714262
1197,27,7,45,0,0,94.9574074074094,138.41142857142623
1198,27,7,45,0,0,94.90740740740941,138.33142857142622
1199,27,7,45,0,0,94.85740740740941,138.2514285714262
1200,27,7,45,0,0,94.8074074074094,138.1714285714262
1201,27,7,45,0,0,94.7574074074094,138.09142857142618
1202,27,7,45,0,0,94.7074074074094,138.01142857142617
1203,27,7,45,0,0,94.65740740740941,137.93142857142615
1204,27,7,45,0,0,94.60740740740941,137.85142857142617
1205,27,7,45,0,0,94.55740740740941,137.77142857142616
1206,27,7,45,0,0,94.5074074074094,137.69142857142614
1207,27,7,45,0,0,94.4574074074094,137.61142857142613
1208,26,8,45,0,1,94.97692307692516,135.33999999999787
1209,26,8,45,0,0,94.92692307692515,135.25999999999786
1210,26,8,45,0,0,94.87692307692515,135.17999999999785
1211,26,8,45,0,0,94.82692307692515,135.09999999999783
1212,26,8,45,0,0,94.77692307692516,135.01999999999782
1213,26,8,45,0,0,94.72692307692516,134.9399999999978
1214,26,8,45,0,0,94.67692307692515,134.85999999999783
1215,26,8,44,0,0,96.16538461538669,134.7799999999978
1216,26,8,44,0,0,96.1153846153867,134.6999999999978
1217,26,8,44,0,0,96.06538461538669,134.6199999999978
1218,26,8,44,0,0,96.0153846153867,134.53999999999778
1219,26,8,44,0,0,95.9653846153867,134.45999999999776
1220,26,8,44,0,0,95.9153846153867,134.37999999999778
1221,26,8,44,0,0,95.8653846153867,134.29999999999777
1222,26,8,44,0,0,95.81538461538669,134.21999999999775
1223,26,8,44,0,0,95.7653846153867,134.13999999999774
1224,26,8,44,0,0,95.7153846153867,134.05999999999773
1225,26,8,44,0,0,95.6653846153867,133.97999999999774
1226,26,8,43,0,0,97.15384615384824,133.89999999999773
1227,26,8,43,0,0,97.10384615384822,133.81999999999772
1228,26,8,43,0,0,97.05384615384824,133.7399999999977
1229,26,8,43,0,0,97.00384615384823,133.6599999999977
1230,26,8,43,0,0,96.95384615384825,133.57999999999768
1231,26,8,43,0,0,96.90384615384824,133.4999999999977
1232,26,8,43,0,0,96.85384615384822,133.41999999999769
1233,26,8,43,0,0,96.80384615384824,133.33999999999767
1234,26,8,43,0,0,96.75384615384823,133.25999999999766
